"By province","By economic activity","Item","UNIT","1985 Year","1986 Year","1987 Year","1988 Year","1989 Year","1990 Year","1991 Year","1992 Year","1993 Year","1994 Year","1995 Year","1996 Year","1997 Year","1998 Year","1999 Year","2000 Year","2001 Year","2002 Year","2003 Year","2004 Year","2005 Year","2006 Year","2007 Year","2008 Year","2009 Year","2010 Year","2011 Year","2012 Year","2013 Year","2014 Year","2015 Year","2016 Year","2017 Year","2018 Year","2019 Year","2020 Year","2021 Year","2022 Year","2023 Year","2024 Year",
"Gangwon State","Manufacture of Food Products and Tobacco Products","At current prices","","159393","160994","186590","213587","261828","261045","305688","304701","302096","409261","484882","728720","633133","775650","695593","471834","450163","494548","465169","558629","662835","623796","712346","736612","812337","847413","814839","652287","725475","894849","881809","935939","1022388","1082993","1154608","1197399","1196132","1318391","1423764","1422335",
"Gangwon State","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","899604","877644","947127","1033180","1141898","997266","1056694","1031011","910227","1069861","1261651","1644852","1428806","1487630","1307944","882307","842210","888009","814176","909040","1079504","1132661","1019514","1177187","1055946","1033462","952604","787227","857484","1014816","954628","961577","1046624","1099022","1176021","1197399","1239773","1425600","1369666","1335933",
"Gangwon State","Manufacture of Food Products and Tobacco Products","Substantial contribution","","","-.1",".3",".35",".41","-.55",".22","-.09","-.4",".55",".66","1.14","-.64",".16","-.58","-1.32","-.12",".13","-.2",".24",".43",".13","-.24",".39","-.26","-.06","-.2","-.42",".16",".36","-.13",".02",".19",".11",".15",".04",".08",".32","-.09","-.06",
"Gangwon State","Manufacture of Textiles and Leather","At current prices","","22801","49383","58756","105768","120461","129976","121248","119410","84159","104902","37938","47020","44815","54423","28340","23717","19324","19255","14067","12975","13273","9576","8881","11653","20137","31466","30840","29802","35002","32475","31170","39697","47494","38343","48260","61192","40415","46540","47455","41922",
"Gangwon State","Manufacture of Textiles and Leather","At chained 2020 year prices","","70755","140766","152595","264006","288490","304088","234263","216291","138152","157580","52962","55470","51687","55258","30715","25621","20773","21879","15702","13999","14570","11455","10821","14990","24713","39325","36462","35758","41706","38725","35911","41415","52621","41235","48860","61192","41909","46037","40497","36642",
"Gangwon State","Manufacture of Textiles and Leather","Substantial contribution","","",".6",".1",".88",".18",".11","-.42","-.11","-.49",".12","-.63",".01","-.02",".02","-.15","-.03","-.02",".01","-.03","-.01","0","-.01","0",".01",".03",".04","-.01","0",".01","-.01","-.01",".01",".02","-.02",".01",".02","-.04",".01","-.01","-.01",
"Gangwon State","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","7208","7264","9832","16483","17101","14876","19319","18476","20300","28177","28206","36480","29160","28601","30623","25751","28035","29551","29430","31581","31802","44387","59552","41193","74903","84372","69761","67836","74994","81857","83757","94617","82808","88330","93862","85424","93230","109476","119822","115932",
"Gangwon State","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","41233","37915","48965","74911","75257","62494","72098","70262","71045","82479","77573","87653","74305","69074","67386","56476","56414","56517","57800","58977","59679","71477","94685","106638","104137","100870","78674","75340","79234","85085","85499","97641","87838","86087","92490","85424","84920","88866","91843","92238",
"Gangwon State","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","","-.02",".05",".11","0","-.05",".03","-.01","0",".03","-.02",".03","-.04","-.01","0","-.03","0","0","0","0","0",".03",".05",".03","0","-.01","-.06","-.01",".01",".01","0",".03","-.02","0",".01","-.01","0",".01",".01","0",
"Gangwon State","Manufacture of coal, fuel, chemical products","At current prices","","12240","18972","20178","29029","29751","33727","55717","58532","73840","91022","118987","150159","165046","178683","142829","126586","131825","158363","151034","171161","206768","215547","223625","233968","243922","305197","353918","414817","404835","457296","563319","631555","686281","700112","791019","822540","811859","896569","943420","966685",
"Gangwon State","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","25979","35606","37830","50907","51319","57395","83234","90379","108110","133001","157495","180051","194747","186020","169343","156148","165770","193131","175917","179875","207181","233600","258830","290190","297160","341766","381819","445439","435512","492352","588690","644686","699783","738425","812226","822540","826255","938143","962134","989089",
"Gangwon State","Manufacture of coal, fuel, chemical products","Substantial contribution","","",".12",".03",".14","0",".06",".21",".06",".13",".18",".15",".13",".08","-.05","-.1","-.06",".04",".11","-.07",".01",".11",".11",".09",".1",".02",".12",".11",".17","-.03",".14",".22",".13",".12",".08",".14",".02",".01",".2",".04",".04",
"Gangwon State","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","266889","331106","374370","448654","447584","521189","670944","616811","655498","653887","842031","1065926","1070716","1041371","975254","1036362","1132887","1084032","1204471","1341805","1113114","1044348","1070554","1095513","1119856","1018149","1042480","1069400","1109117","1220039","1290784","1363943","1421393","1304071","1197590","1227941","1202090","1281687","1487798","1462027",
"Gangwon State","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","429728","470691","516543","574123","566813","697995","741265","727879","735537","728725","840993","948823","940007","794748","820492","898177","931164","843930","926368","983200","864118","935025","1008321","1002439","963516","1002947","1040980","1062745","1115915","1200837","1260023","1329302","1468377","1335330","1199886","1227941","1149971","1098388","1085881","1034427",
"Gangwon State","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","",".68",".75",".85","-.1","1.71",".45","-.15",".07","-.06",".9",".84","-.07","-1.01",".21",".54",".21","-.56",".51",".32","-.67",".37",".31","-.02","-.14",".15",".12",".06",".15",".23",".15",".17",".32","-.27","-.27",".05","-.15","-.1","-.03","-.11",
"Gangwon State","Manufacture of electrical, Precision Instruments","At current prices","","9302","13526","15515","24589","48438","91130","87087","90940","105826","135384","184014","234570","238457","308765","366613","286513","280932","237232","263875","292393","360976","360248","418248","387503","361464","417289","439193","480194","501153","597836","617039","598584","712483","741618","716847","679224","684362","688676","754365","831343",
"Gangwon State","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","8396","12386","15279","21679","39966","72637","72936","77809","85807","94594","118228","145366","158159","190483","261169","213323","217161","185931","213786","233063","299784","365115","359454","358373","371064","395818","417721","449297","462523","568123","571505","553789","616424","652881","709978","679224","699119","719645","901363","877738",
"Gangwon State","Manufacture of electrical, Precision Instruments","Substantial contribution","","",".12",".07",".13",".38",".65",".01",".07",".11",".11",".3",".33",".14",".3",".71","-.39",".03","-.21",".17",".1",".35",".32","-.02","0",".05",".08",".07",".1",".04",".31",".01","-.05",".15",".09",".13","-.06",".04",".04",".3","-.03",
"Gangwon State","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","19448","26226","27663","37419","48943","79182","79431","107655","115366","162021","196904","263243","242764","212850","287066","302502","293482","290236","323489","356378","346904","391859","444811","495600","441394","512325","656124","634638","739970","731991","826520","763003","793668","834337","839196","759526","725758","767173","804791","811100",
"Gangwon State","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","30641","38690","42475","54096","64691","100700","94301","128332","132878","166108","195412","230351","213010","165661","245637","261915","242941","239360","268659","286730","279397","280688","276566","358065","332359","631789","804389","762045","862087","843367","901768","792248","847654","892398","854195","759526","795516","817887","786377","738270",
"Gangwon State","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","",".14",".06",".15",".13",".45","-.07",".35",".04",".3",".26",".27","-.13","-.33",".64",".11","-.12","-.02",".17",".1","-.04",".01","-.02",".46","-.12","1.28",".43","-.1",".24","-.04",".13","-.24",".12",".09","-.07","-.18",".07",".04","-.05","-.08",
"Gangwon State","Professional, scientific and technical activities","At current prices","","15521","19028","20553","22114","27182","79905","65010","86166","92406","104609","123803","124173","156170","168447","168051","201148","205287","225380","299846","323039","289417","370590","353059","443913","471569","563461","538695","555906","589230","599457","647339","767381","795261","856624","962415","1075291","1294590","1268059","1441793","1485948",
"Gangwon State","Professional, scientific and technical activities","At chained 2020 year prices","","109758","126829","136501","148176","156170","395331","272158","291168","337520","301758","322943","304824","369320","371505","380042","434406","429203","446356","513861","507384","560902","675890","618888","689417","687111","758267","705329","703980","738049","745713","778547","910582","898531","935562","1000304","1075291","1212840","1129782","1208918","1205201",
"Gangwon State","Professional, scientific and technical activities","Substantial contribution","","",".06",".03",".04",".02",".69","-.35",".06",".15","-.1",".07","-.05",".18",".01",".02",".14","-.01",".04",".16","-.02",".14",".24","-.12",".14","0",".16","-.12","0",".08",".02",".07",".26","-.02",".07",".12",".14",".27","-.16",".15","-.01",
"Gangwon State","Business facilities management and business support services; rental and leasing activities","At current prices","","14864","18944","24909","30625","35413","135025","83415","80613","84707","94546","115269","140353","169144","179588","115959","141769","146435","166902","188012","233596","274257","293906","351459","395177","436487","533806","657070","726684","840590","975295","1091251","1198252","1258283","1365108","1446642","1155421","1113836","1273992","1687018","1803176",
"Gangwon State","Business facilities management and business support services; rental and leasing activities","At chained 2020 year prices","","41456","53141","67608","69348","72334","148601","92279","89416","102807","104319","120961","154679","184416","206581","191120","223449","235161","263971","293196","342428","345811","371926","456361","497037","529040","630609","786793","844033","967008","1093521","1176331","1273278","1328397","1404643","1472474","1155421","1101035","1189412","1443704","1522027",
"Gangwon State","Business facilities management and business support services; rental and leasing activities","Substantial contribution","","",".11",".12",".01",".02",".62","-.72","-.03",".14",".01",".14",".25",".18",".12","-.08",".11",".04",".09",".09",".14",".01",".08",".25",".11",".09",".27",".41",".14",".3",".3",".19",".21",".12",".15",".13","-.61","-.11",".16",".47",".15",
"Chungcheongbuk-do","GRDP at market prices","At current prices","","3182933","3380766","3801398","4485028","5234989","6404424","7871956","9101250","10661114","12911270","15511639","17482879","18350640","18096283","20434945","21587171","22570475","24327890","25878635","29212220","29356033","31752228","34320576","35232375","37372915","42400624","45575555","47904011","50305151","52870338","58256451","63793617","69598516","74435481","76210571","75771650","80518621","84809085","87591806","91794456",
"Chungcheongbuk-do","GRDP at market prices","At chained 2020 year prices","","9929060","10244301","10940286","12186338","13552460","14998294","16586656","17566048","19567069","21868799","24460776","26857234","27531374","25225011","29042866","30759435","31399555","32854939","33969422","37093356","36994597","40092739","42852894","42006697","44499743","48281076","51087989","52866554","55028729","57390092","61313685","65640226","70008958","74445943","77100362","75771650","80225958","83583153","82957351","81746448",
"Chungcheongbuk-do","GRDP at market prices","Substantial contribution","","","3.17","6.79","11.39","11.21","10.67","10.59","5.9","11.39","11.76","11.85","9.8","2.51","-8.38","15.14","5.91","2.08","4.64","3.39","9.2","-.27","8.37","6.88","-1.97","5.93","8.5","5.81","3.48","4.09","4.29","6.84","7.06","6.66","6.34","3.57","-1.72","5.88","4.18","-.75","-1.46",
"Chungcheongbuk-do","Mining and quarrying","At current prices","","61839","58170","57080","57392","51560","83221","93840","73466","80120","93600","111040","97613","110514","105857","95084","139446","158019","125905","135317","150725","161898","146294","157585","160119","121555","147322","173704","173374","155932","144213","157733","200723","231188","245718","202513","178637","196379","195778","261630","229806",
"Chungcheongbuk-do","Mining and quarrying","At chained 2020 year prices","","230083","189390","184734","187258","165868","203426","205457","161180","175642","178530","209032","182081","193741","174778","170739","300591","310653","277805","307007","290379","252580","236113","247726","238526","158426","208956","210383","206071","177111","166302","159078","194816","213072","230986","191017","178637","207328","189047","201704","168692",
"Chungcheongbuk-do","Mining and quarrying","Substantial contribution","","","-.34","-.04",".02","-.15",".22",".01","-.26",".07",".01",".12","-.09",".04","-.06","-.01",".35",".02","-.07",".05","-.03","-.07","-.04",".02","-.02","-.15",".1","0","-.01","-.05","-.02","-.01",".06",".03",".03","-.06","-.02",".04","-.02",".02","-.05",
"Chungcheongbuk-do","Manufacturing","At current prices","","938718","927788","980824","1265308","1615040","1895652","2414882","2746890","3356541","4599349","5737982","6391672","6426394","6269136","7347457","7714650","7723993","8454468","8588938","10196221","10193147","11178898","12428956","12587629","13193736","16598665","18207206","18979379","20468907","21835760","24832329","27651333","31424618","33812881","34570157","33672919","36559829","38447852","37518679","38626868",
"Chungcheongbuk-do","Manufacturing","At chained 2020 year prices","","2158820","1989850","2051155","2462972","2990141","3540121","3996537","4292351","4907842","6187590","7128091","8124985","7813323","6845867","8600000","9207277","9311863","10104959","10288119","11572114","11712965","13345014","14829409","14044974","15284259","17833448","19299001","19954945","21269758","22811119","25193185","27515321","30489909","33051601","34954407","33672919","36539459","37935419","36416969","34013884",
"Chungcheongbuk-do","Manufacturing","Substantial contribution","","","-2.31",".85","5.18","6.04","5.67","3.82","2.27","4.33","8.21","5.41","5.17","-1.4","-4.34","8.88","2.54",".41","2.91",".63","4.14",".42","4.84","3.92","-1.92","3.15","5.89","3.22","1.36","2.61","2.95","4.31","3.93","4.69","3.79","2.62","-1.66","3.78","1.73","-1.81","-2.83",
"Chungcheongbuk-do","Manufacture of Food Products and Tobacco Products","At current prices","","164811","177471","162804","191553","222619","248313","323939","365351","405965","621328","640497","767473","832155","946414","1051302","965257","974116","1108514","1094341","1106694","1185376","1168968","1348893","1448479","1453764","1688604","1840383","1933865","2212894","2291989","2411009","2623339","2670923","2788354","3013603","3218919","3240367","3503108","3782806","3909151",
"Chungcheongbuk-do","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","849211","883141","752753","843608","880611","860528","1017595","1059343","1041114","1390917","1436198","1646135","1704102","1647281","1793919","1638639","1654717","1811159","1742736","1638432","1756524","1732766","1768593","1976049","2004931","2075659","2126945","2328218","2605267","2571950","2598024","2696559","2740052","2818502","3064222","3218919","3355086","3756555","3534226","3575251",
"Chungcheongbuk-do","Manufacture of Food Products and Tobacco Products","Substantial contribution","","",".21","-.78",".52",".19","-.1",".71",".17","-.07","1.28",".16",".6",".15","-.15",".47","-.45",".04",".41","-.17","-.25",".27","-.05",".08",".46",".06",".14",".1",".38",".48","-.06",".04",".16",".07",".11",".33",".2",".18",".48","-.24",".05",
"Chungcheongbuk-do","Manufacture of Textiles and Leather","At current prices","","367707","204519","197796","151012","170926","133995","162556","198950","234510","298505","322617","420744","458146","469980","489106","555220","496830","462320","412732","385949","346043","335802","272498","307387","336452","354695","370156","351927","399708","394269","397770","391852","384831","419862","411762","451216","406300","401446","364867","341034",
"Chungcheongbuk-do","Manufacture of Textiles and Leather","At chained 2020 year prices","","1295232","661884","583206","427934","465017","356395","357502","381843","405684","475843","480882","592679","600110","541789","602224","682385","607875","600226","526426","475829","434232","435912","335847","323603","308908","427033","415618","404699","457149","453116","444787","404954","424088","454058","419614","451216","425780","380627","307727","297923",
"Chungcheongbuk-do","Manufacture of Textiles and Leather","Substantial contribution","","","-5.65","-.72","-1.39",".29","-.76",".01",".14",".14",".38",".02",".48",".03","-.24",".29",".32","-.28","-.03","-.23","-.15","-.12","0","-.24","-.03","-.04",".34","-.02","-.02",".1","-.01","-.01","-.06",".03",".04","-.04",".04","-.03","-.05","-.09","-.01",
"Chungcheongbuk-do","Manufacture of Wood and  of Paper, printing and reproduction","At current prices","","22448","41871","44728","83164","104103","154239","170191","193137","217896","282336","332401","375807","385754","382899","507720","546195","560814","607512","622496","531813","471218","477934","507555","500582","557197","632441","757032","890036","823397","872881","922813","937791","1004738","1119887","876051","878755","906918","999309","1054353","1022787",
"Chungcheongbuk-do","Manufacture of Wood and  of Paper, printing and reproduction","At chained 2020 year prices","","101085","172094","175477","297759","360988","510546","500430","530526","547864","599094","668122","755331","774497","728656","880411","943896","889280","915619","963351","782581","696716","707256","733714","704959","816687","833610","977815","1068671","942416","1006189","1004848","983367","1066412","1086897","852820","878755","869059","896324","847153","853210",
"Chungcheongbuk-do","Manufacture of Wood and  of Paper, printing and reproduction","Substantial contribution","","",".5",".02",".82",".39",".82","-.05",".13",".07",".19",".25",".28",".05","-.12",".44",".18","-.15",".07",".13","-.45","-.2",".02",".06","-.06",".23",".03",".26",".15","-.22",".11","0","-.03",".12",".03","-.32",".03","-.01",".04","-.06",".01",
"Chungcheongbuk-do","Manufacture of coal, fuel, chemical products","At current prices","","113130","160741","201501","306970","436440","415554","658587","681802","821482","1097813","1168356","1328885","1553780","1537499","1626251","1312523","1380653","1598294","1616399","1761996","2251664","2499822","2781102","2800694","2588065","3657849","3815095","3908319","4320343","4513814","5502116","6169740","6498604","7048703","7617053","8524884","9214776","9144095","8929642","8995883",
"Chungcheongbuk-do","Manufacture of coal, fuel, chemical products","At chained 2020 year prices","","310531","387882","481170","692122","963014","1032049","1273525","1272169","1441178","1938212","1883295","2201703","2395950","2086389","2513255","2117972","2270045","2538192","2459571","2432387","2958763","3350696","3607764","3482904","3741348","4194045","4212221","4279229","4741618","4931587","5743903","6281348","6653985","7382950","7855695","8524884","8856941","8936968","8601208","8698242",
"Chungcheongbuk-do","Manufacture of coal, fuel, chemical products","Substantial contribution","","",".89","1.14","2.32","2.68",".6","1.52","-.01","1","2.66","-.24","1.27",".67","-1.09","1.74","-1.25",".44",".72","-.2","-.07","1.31","1.02",".6","-.28",".59",".84",".04",".13",".88",".34","1.41",".88",".57","1.02",".61",".85",".44",".1","-.41",".12",
"Chungcheongbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At current prices","","138998","169747","171479","239129","251020","335485","440720","466249","594052","692730","941510","1198440","1049774","785444","937578","1117118","1141209","1229898","1333632","1508102","1485160","1569906","1706151","1887871","1764194","2266070","2403218","2560210","2709050","2906596","3306479","3704024","4063796","3589840","3676067","3583821","3862960","4253407","4637916","4691225",
"Chungcheongbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","At chained 2020 year prices","","376645","407628","399075","514702","534980","754212","824277","865005","1030190","1187296","1463738","1876438","1548406","1013125","1297976","1561673","1527491","1582219","1683115","1762485","1763879","2060033","2206947","2107573","2117259","2318648","2429267","2584895","2736270","2915569","3358152","3702495","4126067","3632723","3665351","3583821","3277914","3067078","3041335","2967972",
"Chungcheongbuk-do","Manufacture of Other Non-metallic Mineral Products and Metal Products","Substantial contribution","","",".36","-.11","1.31",".21","1.96",".49",".28",".98",".85","1.25","1.71","-1.2","-1.98","1.22",".93","-.11",".18",".32",".24","0",".85",".35","-.22",".02",".45",".25",".34",".31",".35",".83",".58",".66","-.7",".04","-.11","-.4","-.31","-.04","-.13",
"Chungcheongbuk-do","Manufacture of electrical, Precision Instruments","At current prices","","98160","127504","152770","222931","273703","411284","429823","558055","770348","1171547","1801368","1671071","1340057","1573387","2050129","2439826","2397552","2656894","2654280","3988530","3453793","4038101","4418877","4331628","4855597","5790381","6561944","7038583","7365410","7891912","9254093","10507073","13350843","14978638","14549338","12758990","14581125","15374040","13302438","13909590",
"Chungcheongbuk-do","Manufacture of electrical, Precision Instruments","At chained 2020 year prices","","89341","122702","157386","202346","232058","337735","374229","465887","600197","776487","1070223","1098739","878061","983632","1399743","1747857","1841195","2093740","2193263","3204000","2938503","3580195","4335106","3946727","4520050","5517796","6338575","6705978","6936608","7710506","8867089","10096181","11839936","13500516","14550964","12758990","14960848","15894607","14785387","12088989",
"Chungcheongbuk-do","Manufacture of electrical, Precision Instruments","Substantial contribution","","","1.15","1.07","1.15",".73","2.38",".69","1.34","1.77","2.12","3.43",".31","-1.92",".88","3.68","2.5",".6","1.46",".52","4.73","-1.13","2.57","2.68","-1.15","1.79","2.87","2.03",".83",".51","1.63","2.24","2.2","2.84","2.69","1.57","-2.35","2.91","1.13","-1.27","-2.77",
"Chungcheongbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At current prices","","33464","45935","49746","70549","156229","196782","229066","283346","312288","435090","531233","629252","806728","573513","685371","778511","772819","791036","855058","913137","999893","1088365","1393880","1310988","1638467","2208625","2459378","2296439","2638105","2964299","3038049","3317514","3450883","3867597","4426283","4256334","4347383","4772447","5446657","5757198",
"Chungcheongbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","At chained 2020 year prices","","118104","145308","167882","225587","447416","562351","644883","695000","795419","993411","1152787","1325256","1621965","1022653","1359557","1485618","1428961","1470690","1591692","1639514","1791125","2016840","2245284","1895903","2153911","2753709","3049376","2787838","3110323","3448798","3328814","3456115","3711125","4161428","4513843","4256334","4793831","5101237","5370822","5293397",
"Chungcheongbuk-do","Manufacture of Machine and Transport Vehicles, other manufacturing n.e.c","Substantial contribution","","",".24",".21",".45","1.55",".77",".45",".23",".45",".73",".54",".51",".81","-1.62","1.04",".31","-.14",".1",".27",".1",".29",".43",".39","-.63",".51","1.22",".56","-.46",".55",".57","-.2",".2",".38",".6",".44","-.33",".71",".35",".3","-.09",
"Chungcheongbuk-do","Professional, scientific and technical activities","At current prices","","8723","9860","10879","10273","12916","18702","35507","94201","103908","111344","130001","139886","172584","189741","186145","213262","236935","223290","288448","329030","370998","440007","430283","553130","618951","662383","695655","745602","833667","851885","931958","1010071","1112592","1263732","1396925","1514928","1712804","1745779","2163555","2144978",
"Chungcheongbuk-do","Professional, scientific and technical activities","At chained 2020 year prices","","71913","80627","85239","80961","84618","102962","201113","347862","379376","336600","344508","386233","480799","482109","486332","601165","614555","543437","609862","649458","751731","838355","786178","886618","915456","906209","923843","951256","1051496","1067416","1129472","1200363","1258063","1380626","1451672","1514928","1602834","1549132","1809725","1736941",
"Chungcheongbuk-do","Professional, scientific and technical activities","Substantial contribution","","",".03",".02","-.01",".01",".05",".28",".33",".09","-.11",".02",".1",".2","0",".01",".22",".02","-.12",".11",".07",".18",".15","-.09",".16",".05","-.02",".03",".05",".16",".03",".09",".1",".08",".16",".09",".08",".12","-.07",".35","-.1",
"Chungcheongbuk-do","Business facilities management and business support services; rental and leasing activities","At current prices","","6431","7561","10004","13989","18204","22078","35337","75694","98580","104503","127485","142772","186141","203646","231912","288472","326477","297225","386818","429618","555555","625462","764960","799342","862928","1069568","1579336","1754067","1596994","1623138","1655091","1702890","1795644","1916637","2183653","2161041","2106009","2356130","2447346","2519868",
"Chungcheongbuk-do","Business facilities management and business support services; rental and leasing activities","At chained 2020 year prices","","17587","21634","28553","32928","36767","46589","84531","148961","160427","158280","189310","213471","261742","285693","363781","437350","485538","431484","559799","590631","726112","813830","1012269","1022286","1086859","1301752","1939497","2078440","1884928","1875144","1838385","1882377","1963498","2027713","2275117","2161041","2073266","2228892","2217878","2235158",
"Chungcheongbuk-do","Business facilities management and business support services; rental and leasing activities","Substantial contribution","","",".05",".07",".04",".04",".09",".28",".34",".06","-.01",".16",".1",".18",".09",".31",".23",".15","-.16",".36",".08",".34",".23",".48",".02",".14",".46","1.24",".25","-.34","-.02","-.06",".07",".12",".08",".31","-.14","-.12",".2","-.01",".02",
"Chungcheongnam-do","GRDP at market prices","At current prices","","6012115","7028220","7834146","9450905","6731415","7731582","9413067","11275588","13244673","16244546","19008910","21989873","25823515","26187287","29895136","33460520","35689914","39666374","44551148","50107137","53578311","56973611","61657190","66729178","74655944","86409423","93451882","95761320","96077771","99293207","104232835","110329172","120242248","122192547","120090285","122866948","135882266","140928250","141759598","150681268",
"Chungcheongnam-do","GRDP at market prices","At chained 2020 year prices","","19049730","21207042","22688903","25545317","18554004","18736324","20051553","22049692","24358109","27537026","29979514","33713519","38014608","36073192","41732128","46305480","48216411","52030578","57385801","62583764","68527827","74226564","78479291","82479509","84854190","94440866","100715141","101798114","100725908","103895633","105415121","109138568","117356836","120403679","121633745","122866948","129853261","133543615","133617103","135065463",
"Chungcheongnam-do","GRDP at market prices","Substantial contribution","","","11.32","6.99","12.59","-27.37",".98","7.02","9.97","10.47","13.05","8.87","12.46","12.76","-5.11","15.69","10.96","4.13","7.91","10.29","9.06","9.5","8.32","5.73","5.1","2.88","11.3","6.64","1.08","-1.05","3.15","1.46","3.53","7.53","2.6","1.02","1.01","5.69","2.84",".06","1.08",
"Chungcheongnam-do","Mining and quarrying","At current prices","","37966","55107","66852","65730","58783","80462","99952","105116","154538","202310","206510","203129","190555","169606","212295","117647","127995","132701","179413","139798","139735","184155","154859","228819","223219","171629","198065","174091","164526","139474","141482","171641","134880","113188","103555","116553","132654","121426","159403","156180",
"Chungcheongnam-do","Mining and quarrying","At chained 2020 year prices","","139181","175481","208940","214065","190926","193651","213107","225433","331836","376952","382070","373502","330110","276949","380768","234807","235286","224172","260201","221265","236398","352437","280648","348167","342464","244138","241558","207819","186636","160229","142209","166065","124011","106136","97571","116553","140332","116923","121802","115423",
"Chungcheongnam-do","Mining and quarrying","Substantial contribution","","",".16",".15",".02","-.08",".01",".1",".06",".44",".16",".02","-.02","-.11","-.12",".24","-.27","0","-.02",".05","-.06",".02",".13","-.07",".06","-.01","-.09","0","-.03","-.02","-.02","-.02",".02","-.04","-.02","-.01",".02",".02","-.02","0","-.01",
"Chungcheongnam-do","Manufacturing","At current prices","","1016077","1237779","1452641","1777581","1217424","1345938","1905205","2465781","2968528","3937550","4873287","5681443","7590966","8301649","10105749","12400469","12904769","14733832","16227005","19586717","21670622","23203558","25954415","29054272","34823195","43001698","48584084","48500081","47767429","47972497","48439968","51432461","60027821","61510972","57804995","58184173","66747908","70273681","67078263","70803629",
"Chungcheongnam-do","Manufacturing","At chained 2020 year prices","","2904773","3290672","3689976","4201856","3500136","3631807","3875759","4360059","4907157","5996025","6960478","8223023","10518125","10257096","13509490","16825020","17641072","20080186","22004061","24793908","27844127","31563231","34031496","36214392","38143253","44730721","49492155","48908513","47603864","48688914","48052533","50048108","56064204","57996978","57701811","58184173","63082127","64782703","64816116","65357927",
"Chungcheongnam-do","Manufacturing","Substantial contribution","","","2.25","2.14","2.57","-3.14",".68","1.17","2.53","2.74","4.97","3.9","4.65","7.21","-.73","10.05","8.3","1.8","5","3.56","4.62","4.81","5.4","3.18","2.7","2.32","8.06","5.3","-.61","-1.35","1.13","-.63","1.93","5.6","1.72","-.26",".4","3.99","1.32",".03",".4",
"Chungcheongnam-do","Manufacture of Food Products and Tobacco Products","At current prices","","253870","269740","273377","310650","260838","314711","413155","464267","573218","682932","698308","770574","868539","1016951","1093403","1167001","1181704","1314871","1371380","1478601","1421121","1428299","1645929","1480443","1794254","1794941","1932349","1949388","2022272","2021070","2219134","2237568","2381723","2576727","2640057","2793465","2815506","3070306","3525584","3792308",
"Chungcheongnam-do","Manufacture of Food Products and Tobacco Products","At chained 2020 year prices","","1308333","1342677","1255851","1359934","1346184","1349626","1393398","1320014","1442125","1500832","1537678","1635471","1755711","1746924","1841469","1954976","1980860","2121447","2156575","2161547","2079365","2186225","2142155","2200246","2176187","2207870","2212003","2354821","2382705","2251114","2383526","2302479","2448650","2600021","2682812","2793465","2914367","3283512","3257285","3433646",
"Chungcheongnam-do","Manufacture of Food Products and Tobacco Products","Substantial contribution","","",".11","-.25",".29","-.03",".01",".13","-.23",".38",".18",".1",".23",".26","-.02",".21",".23",".05",".23",".05",".01","-.11",".14","-.05",".07","-.02",".03","0",".13",".02","-.12",".12","-.07",".13",".12",".07",".09",".1",".26","-.02",".13",
"Chungcheongnam-do","Manufacture of Textiles and Leather","At current prices","","229006","272348","306571","292993","230384","192451","238761","243027","239241","257869","237997","301244","366195","317308","390592","388253","382577","363895","318606","319194","282159","258518","255262","258219","291041","396398","430409","459643","477097","478703","428724","396444","390835","384203","321131","395869","376364","428025","475370","469060",
"Chungcheongnam-do","Manufacture of Textiles and Leather","At chained 2020 year prices","","783033","855833","877849","806099","800269","620950","554009","453155","402213","399648","344808","412445","466251","355497","467563","463962","455151","459578","395306","382813","344435","390523","409232","374012","336550","473317","472486","518881","538999","544788","469124","414035","437534","419879","328724","395869","396210","404219","399688","406680",
"Chungcheongnam-do","Manufacture of Textiles and Leather","Substantial contribution","","",".35",".1","-.32","-.02","-.77","-.27","-.46","-.24","-.01","-.22",".25",".18","-.34",".38","-.01","-.02",".01","-.13","-.02","-.06",".07",".02","-.04","-.04",".16","0",".05",".02",".01","-.07","-.05",".02","-.01","-.07",".05","0",".01","0",".01",
